Peter Abraham,x,x,x,x,,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,9,Boston Globe,1/5/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Albee,x,,,,x,x,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,6,Marin IJ,12/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jim Alexander,x,x,x,x,x,,x,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,9,DM,1/17/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnie Stapleton,x,,,x,x,,x,,x,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,9,Twitter,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayson Stark,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,ESPN,1/16/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent, McGriff, Wagner, Walker ",,
Carl Steward,x,x,x,x,x,,,,x,,x,,x,x,,x,,,,,,,,,,,,,,,,,,,10,Twitter,12/1/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Stiglich,x,x,x,x,x,,,,,,x,,x,x,,,,,,,,,,,,,,,,,,,,,8,CSN Bay Area,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larry Stone ,x,x,x,x,x,,x,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,,,10,Twitter,12/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,,
Jim Street,x,,,,x,,x,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,6,Golfers West,1/9/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Sullivan,,,,x,x,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,4,Radio/DM + ChiTrib,1/8/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR Sullivan ,x,x,x,x,x,,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,10,Comment 34,11/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kent, Edgar, Schilling, Sheffield",,
Jean-Jacques Taylor,x,x,x,x,x,,x,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,10,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Tomase ,x,x,x,x,,,x,,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,8,Twitter,12/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Topkin,x,x,x,,x,,,x,,,x,,x,,x,x,,,,,,,,,,,,,,,,,,,9,Twitter,12/18/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Vaccaro,x,x,x,x,,,x,,x,,x,x,x,,,,,x,,,,,,,,,,,,,,,,,10,Twitter,12/19/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sosa, Schilling",,
Juan Vene,,,,x,,,,x,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,5,Email,12/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Verducci,x,,,x,x,x,x,x,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,9,MLB Network,1/12/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Vorva,x,,,x,x,,x,,,,x,,x,x,,x,,,x,,,,,,,,,,,,,,,,9,Regional News,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul White,x,,,x,x,,x,,x,,x,,,x,x,,,x,x,,,,,,,,,,,,,,,,10,Email,12/11/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Willis,x,,,x,,x,x,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,10,Instagram,11/28/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernie Wilson ,x,x,x,x,x,,x,,,,x,,x,,,x,,,x,,,,,,,,,,,,,,,,10,Twitter,12/23/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mussina, McGriff, Sheffield ",,
Steve Wine,x,x,x,x,,,,,,,x,x,x,,,,x,,,,,,,,,,,,,,,,,,8,Email,12/30/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon Wittenmyer,,,,x,,,x,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,5,Twitter,12/21/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,x,,,x,x,,x,,x,,x,,x,x,,,,,x,,,,,,,,,,,,,,,,9,,11/29/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,x,x,x,x,x,,,,,,x,,,,,x,x,,,,,,,,,,,,,,,,,,8,,12/3/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,12/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,,x,x,x,x,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,6,,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,x,x,x,x,x,,x,,x,,,,x,x,,,,,x,,,,,,,,,,,,,,,,10,,12/27/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,x,,,x,x,,x,x,x,,x,,,,,x,,,,,,,,,,,,,,,,,,,8,,1/11/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anonymous,x,x,x,x,,x,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,8,,1/12/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
